title,text,subject,date,is_fake
"BLACK TV HOST HAMMERS RACIST MOOCH: ‘The only hope you have Michelle Obama, is that everybody will be as miserable as you”","SPOT ON RACHEL ZONATION The Obamas pride themselves on being staples in the black community who can do no wrong in the eyes of African Americans. Unfortunately for them, however, more and more black people are turning on the Obamas and seeing them for what they really are.After seeing Michelle Obama s graduation speech at the predominantly black Tuskegee University, TV show host Alfonso Rachel knew that he could stay silent no longer. He took to his internet talk show to slam the first lady in a video that has gotten over 25,000 views in just 3 days.Here s an excerpt of what he said: If knowledge is power and you are graduating with the power of knowledge then how are you going to tolerate this agitator coming in to convince you, that you re a victim, despite the power you re graduating with. You are the first freaking lady of the United States and you re still a spoiled butt-hurt victim, whining about unfairness. You re not interested in representing the United States, you re not interested in representing ALL the people, your interest is in representing the black community and as the first lady you have represented us as bitter and spoiled. The only hope that people like you have, Michelle Obama is that people will be as miserable as you. Via: MrConservative.com",left-news,"May 21, 2015",True
U.S. military says conducted air strike against ISIS in Somalia,"BOSASO, Somalia (Reuters) - The U.S. military said on Monday it had carried out an air strike against Islamic State militants in northeast Somalia, killing one person. Islamic State has been gathering recruits in the region, although experts say the scale of its force is unclear and it remains a small player compared to the al Shabaab group.  In coordination with the Federal Government of Somalia, U.S. forces conducted an airstrike against ISIS, in northeastern Somalia on Nov. 27, killing one terrorist,  the U.S. Africa Command said in a statement. Colonel Ali Abdi, a military officer in an area near the town of Qandala in the semi-autonomous Puntland region, said the strike took place in hills near the town.  We heard a huge crash of air strike in the hilly areas of Dasaan remote area behind Qandala town this afternoon   Abdi told Reuters from Dasaan.  After the strike the IS militants ran away from there. We went to the scene and saw pieces of a dead body.   Last month, a group loyal to Islamic State seized a small port town in Somalia s semi-autonomous Puntland region, the first town it has taken since emerging a year ago. The group, which refers to itself simply as Islamic State, is a rival to the larger al Shabaab force, which is linked to Islamic State s rival al Qaeda and once controlled much of Somalia. Early this month, the U.S. military carried out its first air strike against Islamic State militants, killing several. Last week, Somalia s government said it had requested a U.S. air strike that killed scores of suspected militants to help pave the way for an upcoming ground offensive against al Shabaab. Earlier this year, the White House granted the U.S. military broader authority to carry out strikes in Somalia against al Shabaab.  ",worldnews,"November 27, 2017 ",False
"Turkey, Iran, Iraq may meet to discuss Kurdish Iraqi referendum: Turkey PM","ANKARA (Reuters) - Turkey, Iran and Iraq may hold a trilateral meeting to discuss the Iraqi Kurdish independence referendum, Turkey s Prime Minister Binali Yildirim said on Thursday. Yildirim also said he agreed with his Iraqi counterpart Haider al-Abadi to coordinate economic and trade relations with the central government in Baghdad, after Abadi s government took control of border crossings with Turkey. ",worldnews,"September 28, 2017 ",False
 WATCH: Democrats Release Video PERFECTLY Highlighting Hypocrisy Of Trump’s Appointments,"Despite his promises to  drain the swamp,  Trump is doing the exact opposite. So far, his cabinet picks are basically a  who s who  of Washington insiders and big business executives, making the swamp slimier than ever.And the Democratic Party isn t missing the opportunity to highlight Trump s incompetence and hypocrisy.In a 30-second video released on Twitter, the Democrats lambasted Trump for hiring the very idiots who caused the financial crisis to undo all of the hard work done by the Obama administration to pull this country back from the brink of financial ruin.You can watch the video below: We ve seen so much economic growth over the last 6 years. Now Donald Trump is hiring the people who created the crisis we recovered from. pic.twitter.com/F7nQqDCmUM  The Democrats (@TheDemocrats) December 3, 2016Although the list is always changing (you can see a live updated version by The New York Times here), here s a quick rundown of his current appointments and their anything-but outsider backgrounds:Steve Bannon is a white supremacist and nationalist, and architect of Breitbart, which he has called a platform of the  alt-right.  Alt-right is the politically correct word for neo-Nazis that can t stand being called neo-Nazis. He was also an investment banker at Goldman-Sachs, and ran his own financial firm, Bannon & Co.Reince Priebus, who was chairman to the RNC and instrumental in the rise of Paul Ryan, Scott Walker, and others, is about as establishment as you can get. He s a lawyer and career politician, and was the chairman of one of two major political parties. What is more establishment than that?! Yet, for his early promotion of the Donald, he s getting rewarded with a spot in the White House. Trump doesn t give a damn about draining the swamp; he s giving favors to friends.Flynn isn t as bad as Trump s other picks at first glance, that is. He seems to have no clue what he s talking about with regard to many political issues, but on the subject of national security, he does at least have some expertise. Unfortunately, that expertise is tempered with a  let s bomb the shit out of everything!  attitude combined with extreme Islamophobia. Lovely. He s also been reported to have a loose relationship with the truth. A leaked email from former Secretary of State and four-star general Colin Powell is even more telling: I spoke at DIA last month,  Powell wrote to his son, Michael, on July 19 before relaying a story he apparently heard from Marine Lt. Gen. Vincent Stewart, the current DIA director.  Flynn got fired as head of DIA. His replacement is a black Marine 3-star. I asked why Flynn got fired. Abusive with staff, didn t listen, worked against policy, bad management, etc. He has been and was right-wing nutty every [sic] since.  (The Washington Post)Come on, Trump, you can t do better than that? Who am I kidding   of course you can t.None of those require Senate confirmation, so they re already a done deal. The following names, however, are not yet set in stone, but are likely:I won t get into the many, many terrible policy positions of Jeff Sessions. That s not important here. What is important is that he is another career politician who is owned by the insurance industry and has no interest in fighting for the common citizen. He s yet another swamp monster in an administration that won an election on the promise of changing business as usual in Washington.It s hard to know where to start with Betsy DeVos. Her desire to privatize education, not improve it? Her belief in creationism? The fact that she thinks Christianity belongs in public schools? Or maybe just that she s another billionaire swamp monster? She married into Amway money. Amway, if you re not familiar, is a massive pyramid scheme under investigation in many countries for its  multi-level marketing  scam ( multi-level marketing  is code for  pyramid scam ). It s one of the largest privately held companies in the United States. And she is a HUGE political donor who is very fond of money influencing the political process.You know who would make the best Secretary of the Treasury when you re trying to get rid of  business as usual  in Washington? A billionaire investment banker and hedge fund manager who spent 17 years at Goldman-Sachs, that s who! Here s a flashback to Trump just months ago: I m not going to let Wall Street get away with murder. Wall Street has caused tremendous problems for us. We re going to tax Wall Street. Huh. How about that.Steven Mnuchin been sued by Trump, partnered with George Soros, and has done basically anything he can to make as much money as possible. It s hard to see how liberals or conservatives would support him, but Trump supporters will follow him no matter what he does or how many promises he breaks.And in case you forgot, people like Mnuchin caused the Great Recession. Now we ve gone from not regulating them enough and allowing them to buy politicians to directly placing them in power! That s some great swamp draining right there.Wilbur Ross is a predatory billionaire investor and former banker. Is this starting to sound repetitive? He also served under Rudy Giuliani, as well as Bill Clinton, and has been both a Democrat and a Republican as the need arises. Not exactly a political outsider!And heads up, coal miners: He s currently under investigation by multiple agencies for his degree of responsibility in the deaths of a dozen coal miners in West Virginia. The mine that collapsed had over 200 safety citations, and he was  intimately familiar  with the company and problems in question during the time leading up to the incident. Do you think Trump really gives a flying fuck about you when he s hiring people like that?Elaine Chao has served under two previous Republican administrations already, as well as obtaining a White House fellowship under Reagan. She was the Secretary of Labor under Dubya, and the Deputy Secretary of Transportation under his marginally more competent father, President George H.W. Bush.She s also Senate Majority Leader Mitch McConnell s wife. Not only that, but she s worked at multiple banks as well as the Heritage Foundation. She is as deeply embedded in the world of politics and the swamp of Washington as it is possible to be.With this list of Washington insiders and bank executives on their way onto the White House team, it s more clear than ever that everything Trump told his supporters during his campaign was a lie. He s in it for himself, his children, and his rich friends. After that, he ll listen to anybody that pretends they like him or tells him what he wants to hear. Sad!Featured image via screen capture from embedded video ",News,"December 3, 2016",True
House tax panel chair: corporate tax cut may take 'several steps',"WASHINGTON (Reuters) - The chairman of the House of Representatives tax committee said on Wednesday that achieving a permanent cut in the U.S. corporate tax rate could take “several steps.” Republican Representative Kevin Brady, chairman of the House Ways and Means Committee which is working to write a tax reform bill, told reporters: “That’s our goal and I think it’s going to take several steps through the process to achieve that.” Brady did not elaborate on his comment but said Senate rules for reconciliation bills were a concern. Under Senate rules, tax cuts must expire if they add to the federal deficit outside a 10-year budget window. ",politicsNews,"November 1, 2017 ",False
U.N. chief says no communication with North Korea is dangerous,"UNITED NATIONS (Reuters) - United Nations Secretary-General Antonio Guterres told the U.N. Security Council on Friday that he is alarmed by the risk of military escalation on the Korean Peninsula.  “The absence of communication channels with the DPRK (North Korea) is dangerous,” he told the 15-member council. “We need to avoid miscalculation and misunderstanding. We need to act now to prevent conflict and achieve sustainable peace.” ",politicsNews,"April 28, 2017 ",False
" Hillary Talks Taco Trucks, SHREDS Trump, And The Crowd Goes WILD (VIDEO)","Hillary Clinton brought the house down at a gala event held by the Congressional Hispanic Caucus Institute in Washington, D.C. Speaking after President Obama, Clinton referenced the verbal abuse and indignities targeted towards Latino Americans by the anti-immigrant Trump campaign.Then as an aside, Clinton said,  I personally think a taco truck on every corner sounds absolutely delicious,  and the audience went wild.Clinton: ""I personally think a taco truck on every corner sounds absolutely delicious"" https://t.co/UYpqI3w42L https://t.co/zTBXjkWoAg  CNN (@CNN) September 16, 2016The comment was in reference to a statement by a Trump campaign surrogate representing  Latinos for Trump,  in an appearance on MSNBC s All In. Marco Gutierrez stunned guest host Joy Reid, with its insensitivity. My culture is a very dominant culture,  the Mexican-born Marco Gutierrez said on MSNBC s  All In With Chris Hayes.   It is imposing and it s causing problems. If you don t do something about it, you re going to have taco trucks on every corner. Gutierrez was widely ridiculed, and many on social media like Twitter pointed out that in fact they would love to have a taco truck nearby   tacos are one of the most popular food items in the United States, as the ubiquitous Taco Bell chain would indicate.Democrats took the absurd taco truck comment and began using it to make fun of the Trump campaign. In some locations, taco trucks have now been used as part of voter registration drives in order to get new voters to the polls in November.Trump s anti-immigrant campaign, specifically targeted at Latino immigrants, is expected to prompt an increase in voter registration and participation within the Latino community. The fastest growing ethnic demographic in the United States, Latinos were once seen by the Republican Party in the era of George W. Bush as a route to electoral dominance. Since then, the GOP has instead embraced a hard-right nativist stance, opposing immigration reform even when it has strong popular support.By contrast, Democrats have now completely taken up the mantle of being pro-immigrant.Featured image via screen capture",News,"September 15, 2016",True
Highlights: The Trump presidency on March 20 at 9:20 P.M. EDT,"(Reuters) - Highlights of the day for U.S. President Donald Trump’s administration on Monday: FBI Director James Comey confirms for the first time that the bureau is investigating possible ties between Trump’s presidential campaign and Russia as Moscow sought to influence the 2016 U.S. election. Neil Gorsuch, Trump’s U.S. Supreme Court nominee, emphasizes the need for judicial independence even as the president castigates jurists who have ruled against him, while Democrats question whether Gorsuch would rule against abortion rights and gun control while favoring corporations. Congressional Republicans recraft their Obamacare replacement bill in hopes of satisfying critics as Trump prepares to promote his first major legislative initiative on Capitol Hill. Iraqi Prime Minister Haider al-Abadi says he wins assurances of greater U.S. support in fighting Islamic State militants in talks with Trump and top advisers, but cautions that military might alone would not be sufficient. The Trump administration is considering sweeping sanctions aimed at cutting North Korea off from the global financial system as part of a broad review of measures to counter Pyongyang’s nuclear and missile threat, a senior U.S. official says.  Secretary of State Rex Tillerson plans to skip an April 5-6 meeting of NATO foreign ministers for a U.S. visit by the Chinese president and will travel to Russia later in the month, U.S. officials say, a step allies may see as putting Moscow’s concerns ahead of theirs. European foreign policy chief Federica Mogherini expresses concern about the Trump administration’s proposed deep cut in U.S. foreign assistance, saying it will destabilize major parts of the world and hurt American national security. U.S. officials are taking fingerprints of asylum seekers in an Australian-run camp on the Pacific island of Nauru, signaling that vetting of applicants for resettlement in what Trump calls a “dumb deal” has restarted.     German Chancellor Angela Merkel says a G7 leaders’ summit in May will be a good opportunity to address differences with Trump on how to secure free trade while making commerce fairer. The Chinese government is seeking advice from its think tanks and policy advisers on how to counter potential trade penalties from Trump, preparing for the worst even as it hopes for business-like negotiations. Trump’s daughter Ivanka is getting an office in the White House West Wing, stepping up her highly visible role in helping advise her father. ",politicsNews,"March 20, 2017 ",False
Boiler Room EP #82 – Mind-boggling Collusion,"Tune in to the Alternate Current Radio Network (ACR) for another LIVE broadcast of  The Boiler Room  starting at 6:00 PM PST | 8:00 PM CST | 9:00 PM EST for this special broadcast. Join us for uncensored, uninterruptible talk radio, custom-made for barfly philosophers, misguided moralists, masochists, street corner evangelists, media-maniacs, savants, political animals and otherwise lovable rascals.Join ACR hosts Hesher and Spore along with Andy Nowicki from Alt Right Blogspot,  Jay Dyer of Jays Analysis and Daniel Spaulding for the 82nd episode of BOILER ROOM. Dim the lights, dawn the headphones and indulge in a pre-election special broadcast of Boiler Room with the crew. This week we re turning the crank on the sausage grinder of media and cooking up some reality radio focusing on the strange, the real and the exo-political.Please like and share the program and visit our donate page to get involved!BOILER ROOM IS NOT A POLICTALLY CORRECT ZONE!  LISTEN TO THE SHOW IN THE PLAYER BELOW   ENJOY!Listen to  Boiler Room #82   Mind-boggling Collusion  on Spreaker.Reference Links:",Middle-east,"November 3, 2016",True
HILLARY CHEATED! Who Really Fed Hillary The Answers To Her Questions At Veteran’s Forum?,"She never does things the way the rest of us do. She s always got an angle she s always got a way around doing things the way the  everyday people  she claims she represents do them. How can any female  say that lying, cheating and conniving Hillary is a  role model  for woman with a straight face? Crooked  Hillary Clinton wore an ear piece in last night s Commander in Chief Forum hosted by NBC and MSNBC. This was the first event where both Donald Trump and Hillary Clinton were invited to attend together. Each candidate received a short period with host Matt Lauer. It was expected that both candidates would provide unaided answers to the questions asked but it appears Hillary did not.Donald Trump tweeted after the event his disdain for candidate Clinton using the ear piece which provided her a boost in answering questions. Trump tweeted  We can t let Hillary get away with wearing an ear piece during tonight s Veteran Forum .https://twitter.com/P0TUSTrump/status/773724216247984129Trump s not the only one who noticed:My article is the top fat link on Drudge. Nice. https://t.co/mw4f4s1xot pic.twitter.com/jiamqzVV33  Paul Joseph Watson (@PrisonPlanet) September 8, 2016Others noted her cheating ways as well accusing Hillary of eye movements and gaps between speech that showed she was listening and not thinking  My article is the top fat link on Drudge. Nice. https://t.co/mw4f4s1xot pic.twitter.com/jiamqzVV33  Paul Joseph Watson (@PrisonPlanet) September 8, 2016https://twitter.com/AltStreamMedia/status/773732560824180736bocavista2016: RT BlkMan4Trump: #NBCNewsForum I think we all know who was on the other end of #HillarysEarPiece pic.twitter.com/XqjIbMd5It #N  TrumpIsBlackLikeMe (@BlackManTrump) September 8, 2016Actor James Woods asks reminds us of Wikileaks email from Huma to Hillary regarding her  earpiece :pic.twitter.com/T3gpMPelJl  James Woods (@RealJamesWoods) September 8, 2016Cheating like this is not totally unexpected. President Obama was accused of doing the same thing in the debates in 2012 with candidate Romney and some have warned that this may happen again a few weeks ago. The picture of the wireless earpiece above is similar to one Obama may have used during those debates. As noted by thetruthdivision.com if you go back and watch the second and third debates in 2012, examine Obama s mannerism and head movements while he was watching Mitt Romney speak.Via: The Truth Division  h/t GP ",politics,"Sep 8, 2016",True
